FullName,PhotoUrl,ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
Oliver Baumann,https://cdn.sofifa.com/players/193/698/22_60.png,80,79,81,49,82,79,GK
Philippe Coutinho Correia,https://cdn.sofifa.com/players/189/242/22_60.png,79,80,69,52,89,59,CAM
Daley Blind,https://cdn.sofifa.com/players/190/815/22_60.png,64,82,45,83,79,72,CB
Mario Götze,https://cdn.sofifa.com/players/192/318/22_60.png,75,83,68,55,84,69,CAM
Alphonse Areola,https://cdn.sofifa.com/players/193/105/22_60.png,79,76,85,55,85,80,GK
Jesús Corona,https://cdn.sofifa.com/players/193/165/22_60.png,67,79,83,74,85,60,RM
Alexandre Lacazette,https://cdn.sofifa.com/players/193/301/22_60.png,82,74,75,44,82,72,ST
Idrissa Gueye,https://cdn.sofifa.com/players/193/474/22_60.png,66,72,69,83,78,77,CDM
Mário Figueira Fernandes,https://cdn.sofifa.com/players/193/525/22_60.png,61,74,81,78,79,79,RB
Pierluigi Gollini,https://cdn.sofifa.com/players/211/515/22_60.png,81,76,82,47,82,83,GK
Declan Rice,https://cdn.sofifa.com/players/234/378/22_60.png,53,71,67,81,73,80,CDM
Danilo Luís Hélio Pereira,https://cdn.sofifa.com/players/200/888/22_60.png,63,71,64,80,73,86,CDM
Manuel Lazzari,https://cdn.sofifa.com/players/235/374/22_60.png,62,76,92,70,83,65,RWB
Frederico de Paula Santos,https://cdn.sofifa.com/players/209/297/22_60.png,66,77,77,75,81,71,CDM
Lucas Vázquez Iglesias,https://cdn.sofifa.com/players/208/618/22_60.png,73,79,82,69,80,69,RW
Andrea Belotti,https://cdn.sofifa.com/players/208/596/22_60.png,81,59,76,38,78,83,ST
Emil Forsberg,https://cdn.sofifa.com/players/208/448/22_60.png,73,82,70,35,83,62,CAM
Pedro González López,https://cdn.sofifa.com/players/251/854/22_60.png,65,79,78,66,84,63,CAM
Renan Augusto Lodi dos Santos,https://cdn.sofifa.com/players/251/573/22_60.png,67,76,84,77,81,75,LWB
Dejan Kulusevski,https://cdn.sofifa.com/players/247/394/22_60.png,74,77,84,56,84,76,LM
Edmond Tapsoba,https://cdn.sofifa.com/players/247/263/22_60.png,52,65,75,82,68,79,CB
Sergio Reguilón Rodríguez,https://cdn.sofifa.com/players/245/279/22_60.png,58,75,86,78,78,70,LB
Moussa Diaby,https://cdn.sofifa.com/players/241/852/22_60.png,67,73,94,41,86,53,LM
Pedro António Pereira Gonçalves,https://cdn.sofifa.com/players/240/950/22_60.png,81,79,76,56,84,65,CAM
Marc Cucurella Saseta,https://cdn.sofifa.com/players/239/231/22_60.png,67,78,79,73,80,74,LM
Reece James,https://cdn.sofifa.com/players/238/074/22_60.png,58,77,80,76,78,80,RWB
Adnan Januzaj,https://cdn.sofifa.com/players/208/330/22_60.png,75,80,79,30,83,58,RW
Rui Tiago Dantas da Silva,https://cdn.sofifa.com/players/210/385/22_60.png,76,75,82,30,84,83,GK
Leandro Paredes,https://cdn.sofifa.com/players/207/439/22_60.png,71,83,66,76,79,79,CM
Maximilian Arnold,https://cdn.sofifa.com/players/206/511/22_60.png,81,79,65,76,78,74,CM
Edin Višća,https://cdn.sofifa.com/players/205/678/22_60.png,78,78,87,47,81,64,RM
Alessio Cragno,https://cdn.sofifa.com/players/205/659/22_60.png,80,73,82,39,84,80,GK
James Ward-Prowse,https://cdn.sofifa.com/players/205/569/22_60.png,74,86,59,67,78,73,CM
Arkadiusz Milik,https://cdn.sofifa.com/players/205/175/22_60.png,84,67,64,39,76,71,ST
Willi Orban,https://cdn.sofifa.com/players/204/638/22_60.png,36,52,49,84,54,80,CB
Iñigo Martínez Berridi,https://cdn.sofifa.com/players/204/525/22_60.png,56,66,71,81,63,79,CB
Kurt Zouma,https://cdn.sofifa.com/players/204/311/22_60.png,51,63,65,81,56,85,CB
Tomáš Vaclík,https://cdn.sofifa.com/players/204/120/22_60.png,77,74,83,39,84,80,GK
Alessandro Florenzi,https://cdn.sofifa.com/players/203/551/22_60.png,77,79,76,76,80,62,RB
James Tarkowski,https://cdn.sofifa.com/players/202/695/22_60.png,45,67,57,82,64,81,CB
Agustín Marchesín,https://cdn.sofifa.com/players/201/095/22_60.png,77,76,82,53,83,80,GK
Adrien Rabiot,https://cdn.sofifa.com/players/210/008/22_60.png,74,76,76,76,79,79,CM
Piotr Zieliński,https://cdn.sofifa.com/players/210/406/22_60.png,75,81,81,70,85,61,CAM
Juan Everton Mestres de Mesquita,https://cdn.sofifa.com/players/230/225/22_60.png,61,57,71,82,62,80,CB
Hirving Lozano,https://cdn.sofifa.com/players/221/992/22_60.png,76,72,93,41,83,62,RW
Rosberto J. Dourado Santos,https://cdn.sofifa.com/players/230/258/22_60.png,57,74,77,82,76,68,CDM
Lourival Adnan Beretta Barbosa,https://cdn.sofifa.com/players/230/294/22_60.png,84,62,78,33,72,71,ST
Welington Kauê Dano Nascimento,https://cdn.sofifa.com/players/230/347/22_60.png,54,76,79,75,78,74,LB
Lorenzo Pellegrini,https://cdn.sofifa.com/players/228/251/22_60.png,74,81,78,72,80,77,CAM
Yeray Álvarez López,https://cdn.sofifa.com/players/227/950/22_60.png,49,62,68,82,63,77,CB
Alejandro Remiro Gargallo,https://cdn.sofifa.com/players/227/127/22_60.png,74,80,84,43,82,84,GK
Giovani Lo Celso,https://cdn.sofifa.com/players/226/226/22_60.png,76,82,75,69,83,73,CAM
Nordi Mukiele,https://cdn.sofifa.com/players/226/166/22_60.png,49,69,80,82,73,80,CB
Nicolas Pépé,https://cdn.sofifa.com/players/226/110/22_60.png,79,75,88,36,83,65,RM
Konrad Laimer,https://cdn.sofifa.com/players/225/375/22_60.png,68,77,81,80,78,77,RWB
Gonçalo Manuel Ganchinho Guedes,https://cdn.sofifa.com/players/224/411/22_60.png,79,76,86,36,82,68,LM
Kalvin Phillips,https://cdn.sofifa.com/players/224/081/22_60.png,65,76,67,78,75,82,CDM
David Soria Solís,https://cdn.sofifa.com/players/223/952/22_60.png,80,72,81,41,82,80,GK
Dominic Calvert-Lewin,https://cdn.sofifa.com/players/221/479/22_60.png,77,64,83,39,77,82,ST
Otávio Edmilson da Silva Monteiro,https://cdn.sofifa.com/players/210/411/22_60.png,69,79,78,63,85,68,LM
Donny van de Beek,https://cdn.sofifa.com/players/221/363/22_60.png,78,76,68,72,79,77,CM
Martin Dúbravka,https://cdn.sofifa.com/players/220/407/22_60.png,78,80,79,46,82,79,GK
Hans Hateboer,https://cdn.sofifa.com/players/220/093/22_60.png,64,72,84,77,77,79,RWB
Dakonam Djené,https://cdn.sofifa.com/players/217/940/22_60.png,37,62,69,83,61,79,CB
José Luis Morales Nogales,https://cdn.sofifa.com/players/216/475/22_60.png,82,75,86,52,85,68,ST
Matteo Politano,https://cdn.sofifa.com/players/216/409/22_60.png,77,78,83,42,84,55,RM
Iñaki Williams Arthuer,https://cdn.sofifa.com/players/216/201/22_60.png,78,72,94,37,78,81,ST
Joaquín Correa,https://cdn.sofifa.com/players/215/330/22_60.png,75,77,84,39,85,69,CAM
Juan Musso,https://cdn.sofifa.com/players/214/979/22_60.png,78,73,82,44,86,82,GK
Julian Brandt,https://cdn.sofifa.com/players/212/194/22_60.png,75,80,73,48,84,66,CAM
Odisseas Vlachodimos,https://cdn.sofifa.com/players/211/990/22_60.png,78,67,84,43,84,78,GK
Anthony Martial,https://cdn.sofifa.com/players/211/300/22_60.png,80,73,87,35,86,68,CAM
Darwin Machís,https://cdn.sofifa.com/players/210/463/22_60.png,80,75,88,38,83,70,LM
Lucas Rodrigues M. Silva,https://cdn.sofifa.com/players/200/949/22_60.png,79,70,90,43,86,68,RM
Adryan Juliano Zonta Torres,https://cdn.sofifa.com/players/230/256/22_60.png,66,75,93,72,76,77,LWB
José Ignacio Fernández Iglesias,https://cdn.sofifa.com/players/200/724/22_60.png,37,66,78,81,69,80,CB
Houssem Aouar,https://cdn.sofifa.com/players/234/906/22_60.png,73,79,75,65,85,69,CAM
Steve Mandanda,https://cdn.sofifa.com/players/163/705/22_60.png,80,78,80,48,81,81,GK
Gonzalo Higuaín,https://cdn.sofifa.com/players/167/664/22_60.png,84,71,58,29,78,71,ST
José Miguel da Rocha Fonte,https://cdn.sofifa.com/players/171/791/22_60.png,46,62,32,83,62,77,CB
Jan Vertonghen,https://cdn.sofifa.com/players/172/871/22_60.png,62,72,76,83,66,78,CB
Lucas Pezzini Leiva,https://cdn.sofifa.com/players/176/266/22_60.png,65,73,56,82,75,69,CDM
Antonio Adán Garrido,https://cdn.sofifa.com/players/178/086/22_60.png,81,78,78,55,80,83,GK
Ivan Perišić,https://cdn.sofifa.com/players/181/458/22_60.png,79,76,81,64,79,74,LM
Arturo Vidal,https://cdn.sofifa.com/players/181/872/22_60.png,79,79,65,82,79,82,CM
Max Kruse,https://cdn.sofifa.com/players/183/574/22_60.png,81,81,64,40,82,66,CF
Marko Arnautović,https://cdn.sofifa.com/players/184/200/22_60.png,81,79,79,44,78,82,ST
Marlos Romero Bonfim,https://cdn.sofifa.com/players/187/754/22_60.png,76,78,79,47,86,68,CAM
Benjamin André,https://cdn.sofifa.com/players/190/674/22_60.png,64,74,67,80,75,85,CDM
Nicolás Otamendi,https://cdn.sofifa.com/players/192/366/22_60.png,57,62,63,83,58,81,CB
Harvey Barnes,https://cdn.sofifa.com/players/234/742/22_60.png,77,76,86,45,81,63,CAM
Francisco Alcácer García,https://cdn.sofifa.com/players/200/454/22_60.png,84,69,77,35,80,61,ST
Carlos Soler Barragán,https://cdn.sofifa.com/players/234/153/22_60.png,77,82,78,71,80,72,CAM
Lucas Tolentino Coelho de Lima,https://cdn.sofifa.com/players/233/927/22_60.png,77,80,75,70,84,78,CAM
Christopher Nkunku,https://cdn.sofifa.com/players/232/411/22_60.png,74,81,79,69,85,65,CAM
Ruslan Malinovskyi,https://cdn.sofifa.com/players/231/969/22_60.png,80,83,74,64,81,79,CF
Marvin Oswaldo Rangel Azevedo,https://cdn.sofifa.com/players/230/430/22_60.png,81,67,76,20,77,78,ST
Thomas Delaney,https://cdn.sofifa.com/players/193/283/22_60.png,71,74,75,83,74,82,CB
Aitor Fernández,https://cdn.sofifa.com/players/193/314/22_60.png,78,67,82,55,83,81,GK
Andy Delort,https://cdn.sofifa.com/players/193/983/22_60.png,82,73,84,37,75,85,ST
Kevin Kampl,https://cdn.sofifa.com/players/195/365/22_60.png,67,81,70,63,85,62,CM
Danny Ings,https://cdn.sofifa.com/players/195/859/22_60.png,84,70,79,45,79,70,ST
Luis Miguel Afonso Fernandes,https://cdn.sofifa.com/players/197/965/22_60.png,77,81,75,64,82,66,CM
Jonathan Viera Ramos,https://cdn.sofifa.com/players/198/164/22_60.png,75,79,82,63,83,69,CAM
James Rodríguez,https://cdn.sofifa.com/players/198/710/22_60.png,86,86,53,50,86,60,CAM
Andrea Consigli,https://cdn.sofifa.com/players/163/489/22_60.png,82,72,81,40,83,80,GK
Héctor Herrera,https://cdn.sofifa.com/players/156/519/22_60.png,75,76,70,78,76,84,CM
André-Pierre Gignac,https://cdn.sofifa.com/players/153/244/22_60.png,82,73,68,41,76,84,ST
Burak Yılmaz,https://cdn.sofifa.com/players/124/375/22_60.png,83,69,79,34,72,79,ST
Joaquín Sánchez Rodríguez,https://cdn.sofifa.com/players/045/186/22_60.png,80,84,68,44,81,55,CAM
Steven Berghuis,https://cdn.sofifa.com/players/200/260/22_60.png,81,82,80,36,82,66,RW
Jasper Cillessen,https://cdn.sofifa.com/players/199/987/22_60.png,80,78,81,53,79,81,GK
Sergio Roberto Carnicer,https://cdn.sofifa.com/players/199/564/22_60.png,63,80,76,76,77,73,RB
Danilo Luiz da Silva,https://cdn.sofifa.com/players/199/304/22_60.png,67,73,73,82,74,79,RB
Luís Carlos Almeida da Cunha,https://cdn.sofifa.com/players/139/068/22_60.png,77,81,70,37,85,68,LW
Andreas Christensen,https://cdn.sofifa.com/players/213/661/22_60.png,31,65,65,83,68,72,CB
Gaëtan Laborde,https://cdn.sofifa.com/players/209/519/22_60.png,78,76,77,40,78,82,ST
Fernando Pacheco Flores,https://cdn.sofifa.com/players/209/960/22_60.png,77,70,79,45,82,81,GK
Jonathan Castro Otto,https://cdn.sofifa.com/players/210/455/22_60.png,53,71,75,79,76,69,LWB
Dele Alli,https://cdn.sofifa.com/players/211/117/22_60.png,78,78,68,65,82,75,CAM
Thomas Strakosha,https://cdn.sofifa.com/players/212/151/22_60.png,77,74,82,44,84,77,GK
Philipp Max,https://cdn.sofifa.com/players/212/187/22_60.png,67,79,82,73,75,75,LB
João Mário Naval Costa Eduardo,https://cdn.sofifa.com/players/212/814/22_60.png,69,80,69,66,83,68,CM
Walter Benítez,https://cdn.sofifa.com/players/215/223/22_60.png,79,72,80,48,83,80,GK
Franco Armani,https://cdn.sofifa.com/players/214/584/22_60.png,76,67,78,43,85,79,GK
Gerónimo Rulli,https://cdn.sofifa.com/players/215/316/22_60.png,79,78,80,54,80,79,GK
Giovanni Di Lorenzo,https://cdn.sofifa.com/players/217/870/22_60.png,66,73,84,76,76,79,RB
Corentin Tolisso,https://cdn.sofifa.com/players/219/683/22_60.png,77,77,66,76,78,78,CM
Adrián Embarba Blázquez,https://cdn.sofifa.com/players/219/953/22_60.png,77,78,83,55,79,72,RM
Jason Denayer,https://cdn.sofifa.com/players/220/182/22_60.png,43,67,83,81,70,81,CB
Naby Keïta,https://cdn.sofifa.com/players/220/971/22_60.png,73,75,70,65,86,66,CAM
Pau López Sabata,https://cdn.sofifa.com/players/221/087/22_60.png,79,72,80,49,82,80,GK
Victor Lindelöf,https://cdn.sofifa.com/players/221/660/22_60.png,51,73,63,81,71,78,CDM
Lukas Klostermann,https://cdn.sofifa.com/players/222/331/22_60.png,51,64,85,82,71,77,RB
Everton Sousa Soares,https://cdn.sofifa.com/players/222/716/22_60.png,75,73,86,32,86,62,CAM
Stefan Lainer,https://cdn.sofifa.com/players/223/724/22_60.png,63,70,78,74,75,80,RB
Marc Bartra Aregall,https://cdn.sofifa.com/players/198/141/22_60.png,61,72,73,80,73,74,CB
Aïssa Mandi,https://cdn.sofifa.com/players/201/143/22_60.png,46,74,66,81,69,74,CB
Quincy Promes,https://cdn.sofifa.com/players/208/808/22_60.png,78,78,88,46,81,69,RM
Marek Hamšík,https://cdn.sofifa.com/players/171/877/22_60.png,77,81,68,70,80,72,CM
Donyell Malen,https://cdn.sofifa.com/players/231/447/22_60.png,79,72,90,30,83,74,ST
Gianluigi Buffon,https://cdn.sofifa.com/players/001/179/22_60.png,73,70,76,33,76,90,GK
Guillermo Ochoa,https://cdn.sofifa.com/players/140/233/22_60.png,75,71,79,49,83,81,GK
Igor Akinfeev,https://cdn.sofifa.com/players/148/119/22_60.png,72,78,77,50,84,82,GK
João Filipe Moutinho,https://cdn.sofifa.com/players/162/347/22_60.png,72,84,50,70,79,66,CM
Jonny Evans,https://cdn.sofifa.com/players/169/588/22_60.png,32,61,52,83,58,77,CB
Raúl García Escudero,https://cdn.sofifa.com/players/171/579/22_60.png,82,81,41,65,78,83,CM
Daniel Wass,https://cdn.sofifa.com/players/172/522/22_60.png,78,80,74,76,77,76,CM
Angelo Ogbonna,https://cdn.sofifa.com/players/183/855/22_60.png,40,60,56,82,61,76,CB
Simon Mignolet,https://cdn.sofifa.com/players/173/426/22_60.png,75,76,80,51,82,84,GK
Marcelo Vieira da Silva,https://cdn.sofifa.com/players/176/676/22_60.png,72,80,73,75,88,71,CAM
Dimitri Payet,https://cdn.sofifa.com/players/177/388/22_60.png,77,83,69,38,82,67,LW
Medhi Benatia,https://cdn.sofifa.com/players/177/509/22_60.png,45,52,63,81,62,82,CB
Ignacio Monreal Eraso,https://cdn.sofifa.com/players/177/604/22_60.png,61,74,65,80,74,68,LB
Radja Nainggolan,https://cdn.sofifa.com/players/178/518/22_60.png,84,78,71,73,74,80,CAM
Diego Godín,https://cdn.sofifa.com/players/182/493/22_60.png,48,63,57,80,60,78,CB
Çağlar Söyüncü,https://cdn.sofifa.com/players/232/119/22_60.png,46,60,76,80,67,80,CB
Victor Osimhen,https://cdn.sofifa.com/players/232/293/22_60.png,80,63,88,39,75,81,ST
Xaver Schlager,https://cdn.sofifa.com/players/233/195/22_60.png,70,73,69,73,77,81,CDM
Dean Henderson,https://cdn.sofifa.com/players/233/306/22_60.png,79,78,80,49,83,76,GK
Bukayo Saka,https://cdn.sofifa.com/players/246/669/22_60.png,68,76,84,65,82,64,LM
Vladimír Coufal,https://cdn.sofifa.com/players/244/470/22_60.png,56,73,77,78,75,81,RB
Viktor Tsygankov,https://cdn.sofifa.com/players/244/369/22_60.png,73,78,85,45,80,57,CAM
Pedro Antonio Porro Sauceda,https://cdn.sofifa.com/players/243/576/22_60.png,67,73,80,75,79,75,RWB
Nikola Vlašić,https://cdn.sofifa.com/players/241/095/22_60.png,77,78,83,48,83,71,CAM
Luis Díaz,https://cdn.sofifa.com/players/241/084/22_60.png,77,70,92,32,82,71,RM
Unai Núñez Gestoso,https://cdn.sofifa.com/players/240/900/22_60.png,22,49,72,81,48,76,CB
Ridle Baku,https://cdn.sofifa.com/players/240/709/22_60.png,73,73,84,70,81,78,RM
Maximiliano Gómez,https://cdn.sofifa.com/players/239/207/22_60.png,81,68,66,32,73,82,ST
Vinícius José de Oliveira Júnior,https://cdn.sofifa.com/players/238/794/22_60.png,70,71,95,29,87,66,RM
Alessandro Bastoni,https://cdn.sofifa.com/players/237/383/22_60.png,33,65,65,82,68,80,CB
Scott McTominay,https://cdn.sofifa.com/players/237/238/22_60.png,75,75,66,78,75,84,CDM
Boubacar Kamara,https://cdn.sofifa.com/players/236/987/22_60.png,50,72,74,79,72,78,CDM
Jiří Pavlenka,https://cdn.sofifa.com/players/236/583/22_60.png,75,60,82,36,85,71,GK
Noussair Mazraoui,https://cdn.sofifa.com/players/236/401/22_60.png,61,74,82,75,81,71,RB
Fernando Muslera,https://cdn.sofifa.com/players/182/494/22_60.png,80,72,78,61,79,82,GK
Alexis Sánchez,https://cdn.sofifa.com/players/184/941/22_60.png,76,78,78,43,84,68,CF
Josef Martínez,https://cdn.sofifa.com/players/207/877/22_60.png,80,61,87,25,79,67,ST
Eran Zahavi,https://cdn.sofifa.com/players/204/399/22_60.png,82,74,77,39,79,73,ST
Martin Hinteregger,https://cdn.sofifa.com/players/201/922/22_60.png,70,67,70,81,60,81,CB
Remo Freuler,https://cdn.sofifa.com/players/202/024/22_60.png,71,77,69,75,77,73,CM
Julian Draxler,https://cdn.sofifa.com/players/202/166/22_60.png,76,80,74,58,82,66,CAM
Diego Demme,https://cdn.sofifa.com/players/202/325/22_60.png,42,75,57,76,77,76,CDM
Šime Vrsaljko,https://cdn.sofifa.com/players/203/890/22_60.png,55,73,79,78,74,77,RB
Alejandro Pozuelo Melero,https://cdn.sofifa.com/players/203/895/22_60.png,75,80,65,52,82,65,CAM
Konstantinos Fortounis,https://cdn.sofifa.com/players/203/980/22_60.png,77,79,75,43,82,69,CAM
Florian Thauvin,https://cdn.sofifa.com/players/204/970/22_60.png,79,79,79,41,81,68,RW
José María Callejón Bueno,https://cdn.sofifa.com/players/185/020/22_60.png,76,76,77,48,81,59,RM
Samuel Umtiti,https://cdn.sofifa.com/players/205/600/22_60.png,62,68,65,80,67,78,CB
Téji Savanier,https://cdn.sofifa.com/players/205/686/22_60.png,74,83,67,69,82,69,CAM
Sébastien Haller,https://cdn.sofifa.com/players/205/693/22_60.png,79,62,66,51,74,81,ST
Zouhair Feddal,https://cdn.sofifa.com/players/205/705/22_60.png,50,63,61,82,60,77,CB
Esteban Andrada,https://cdn.sofifa.com/players/205/849/22_60.png,79,82,76,45,83,81,GK
Michael Keane,https://cdn.sofifa.com/players/207/599/22_60.png,49,65,55,82,65,80,CB
Roger Martí Salvador,https://cdn.sofifa.com/players/207/732/22_60.png,82,63,77,41,77,74,ST
Rafael Alcântara,https://cdn.sofifa.com/players/201/400/22_60.png,74,80,71,69,84,68,CM
Lucas Torreira,https://cdn.sofifa.com/players/223/959/22_60.png,67,74,74,79,79,75,CDM
Ismaily Gonçalves dos S.,https://cdn.sofifa.com/players/201/119/22_60.png,64,74,82,75,81,75,LB
João Pedro G. Santos Galvão,https://cdn.sofifa.com/players/199/254/22_60.png,78,77,72,41,81,74,CF
Aaron Ramsey,https://cdn.sofifa.com/players/186/561/22_60.png,70,81,66,66,83,66,CM
Rafael Tolói,https://cdn.sofifa.com/players/187/598/22_60.png,47,58,66,82,62,80,CB
Roman Bürki,https://cdn.sofifa.com/players/189/117/22_60.png,79,60,81,47,86,77,GK
Francis Coquelin,https://cdn.sofifa.com/players/189/271/22_60.png,67,76,68,78,80,79,CM
Vicente Guaita Panadero,https://cdn.sofifa.com/players/189/690/22_60.png,79,77,81,52,82,77,GK
Eduardo Salvio,https://cdn.sofifa.com/players/190/972/22_60.png,76,73,85,57,84,68,RM
Roberto Pereyra,https://cdn.sofifa.com/players/193/061/22_60.png,74,79,76,68,82,73,CM
Enzo Pérez,https://cdn.sofifa.com/players/196/432/22_60.png,66,77,68,77,77,78,CDM
Nicolás Lodeiro,https://cdn.sofifa.com/players/197/225/22_60.png,73,83,74,49,81,73,CAM
Grzegorz Krychowiak,https://cdn.sofifa.com/players/197/242/22_60.png,76,72,68,75,71,81,CDM
Mattia Perin,https://cdn.sofifa.com/players/198/009/22_60.png,80,71,80,56,82,79,GK
Sérgio Miguel Relvas de Oliveira,https://cdn.sofifa.com/players/198/031/22_60.png,79,82,58,72,77,70,CM
Pablo Sarabia García,https://cdn.sofifa.com/players/198/950/22_60.png,76,81,72,57,82,59,CAM
Cédric Bakambu,https://cdn.sofifa.com/players/198/951/22_60.png,80,71,90,36,76,77,ST
Charles Aránguiz,https://cdn.sofifa.com/players/199/042/22_60.png,71,80,65,76,77,72,CDM
Jonathan Rodríguez,https://cdn.sofifa.com/players/223/816/22_60.png,80,67,88,38,82,76,ST
Ander Capa Rodríguez,https://cdn.sofifa.com/players/216/189/22_60.png,64,76,82,74,77,88,RB
Borja Iglesias Quintas,https://cdn.sofifa.com/players/224/179/22_60.png,80,64,65,35,74,80,ST
Maikel Renan Catarino Fagundes,https://cdn.sofifa.com/players/230/201/22_60.png,51,70,76,77,78,70,RB
Marko Dmitrović,https://cdn.sofifa.com/players/227/290/22_60.png,79,78,77,37,81,80,GK
Oleksandr Zinchenko,https://cdn.sofifa.com/players/227/813/22_60.png,65,80,73,77,80,69,LB
Nélson Cabral Semedo,https://cdn.sofifa.com/players/227/928/22_60.png,57,68,82,75,81,75,RWB
Manuel Akanji,https://cdn.sofifa.com/players/229/237/22_60.png,48,67,81,81,74,77,CB
Denis Zakaria,https://cdn.sofifa.com/players/229/261/22_60.png,64,72,83,80,75,84,CB
Gianluca Mancini,https://cdn.sofifa.com/players/229/582/22_60.png,45,50,62,80,58,84,CB
Stefano Sensi,https://cdn.sofifa.com/players/229/857/22_60.png,60,83,67,67,83,59,CM
Gerson Santos da Silva,https://cdn.sofifa.com/players/229/927/22_60.png,64,79,74,78,80,77,CDM
Joan Jordán Moreno,https://cdn.sofifa.com/players/224/309/22_60.png,75,81,63,67,77,76,CM
Laureano Thomas Santeiro Marre,https://cdn.sofifa.com/players/230/271/22_60.png,72,77,80,26,83,45,CAM
Tony Josimar Abranjes Meneses,https://cdn.sofifa.com/players/230/313/22_60.png,39,55,67,81,56,85,CB
