ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
76,66,69,32,71,81,ST
36,54,56,76,53,84,CB
54,74,67,77,73,69,LB
64,74,82,70,76,78,RB
64,72,61,74,69,74,CDM
75,74,75,33,78,72,LM
74,73,58,77,74,87,CB
63,73,84,70,75,79,RB
78,81,54,36,77,76,CAM
79,76,65,35,79,60,CF
55,67,71,80,68,75,CB
65,73,72,74,68,80,RWB
76,78,53,44,78,67,CAM
71,78,72,24,84,60,RW
75,70,77,37,79,78,GK
76,71,73,44,75,79,GK
79,71,53,44,74,69,ST
72,79,66,47,78,71,RM
81,67,36,41,68,70,ST
63,78,41,75,77,64,CDM
64,65,61,82,68,73,CB
75,71,77,39,79,77,GK
53,53,63,78,59,80,CB
71,73,81,39,80,76,GK
49,64,57,79,62,71,CB
46,60,55,79,58,74,CB
78,68,55,30,73,70,ST
77,74,83,41,75,67,ST
75,79,67,34,78,46,LW
66,67,39,76,67,86,CDM
69,77,68,65,84,74,CAM
37,59,50,78,54,78,CB
46,59,42,77,55,83,CB
45,59,59,78,58,82,CB
76,72,80,35,79,74,ST
73,78,68,50,83,67,CAM
68,72,68,73,75,83,CDM
78,57,69,27,68,73,ST
61,69,88,71,76,76,LB
71,75,78,60,80,68,CAM
72,73,77,38,81,55,CAM
82,71,90,56,77,62,RW
73,70,85,51,75,82,ST
72,78,73,68,79,70,CAM
58,76,60,71,79,68,CM
68,77,60,66,82,67,CM
75,73,77,50,79,75,GK
80,70,74,29,76,62,CAM
67,76,69,74,77,74,CDM
74,73,78,29,82,77,GK
47,63,58,77,58,78,CB
78,74,84,29,79,72,CAM
73,72,85,37,82,63,RM
73,72,86,62,79,66,RM
71,74,83,35,83,57,CAM
43,69,73,78,68,77,CB
69,69,58,77,74,73,CDM
34,67,68,76,65,76,RB
77,67,78,45,80,74,GK
49,47,54,79,56,73,CB
67,72,83,70,79,78,LB
76,68,94,49,81,77,LW
64,74,76,76,76,72,CDM
64,72,77,38,81,68,RM
78,70,74,30,77,72,ST
67,76,72,73,76,75,CDM
51,67,71,75,68,81,CDM
57,73,73,77,73,77,CDM
49,71,70,73,71,77,CDM
63,71,47,73,71,80,CDM
68,74,80,70,74,79,LB
67,72,66,75,71,75,CDM
77,66,71,38,75,76,ST
73,70,79,44,80,77,GK
75,68,90,34,80,64,RW
63,76,63,69,79,64,CM
79,71,78,42,80,61,CAM
32,55,46,79,58,81,CB
71,72,80,33,82,61,CAM
46,72,74,73,72,68,LB
41,54,34,78,49,80,CB
69,71,88,39,82,53,CAM
62,77,50,70,73,68,CM
67,71,89,53,84,64,LW
77,68,82,36,81,51,CAM
65,72,88,73,78,73,LB
74,72,73,73,72,80,RB
77,75,73,65,76,72,RM
58,67,56,78,65,76,CB
64,76,71,75,76,69,LB
40,59,73,77,63,78,CB
74,74,77,44,78,78,GK
52,53,52,79,61,79,CB
51,72,86,72,73,77,LB
64,71,60,76,73,77,CDM
70,72,75,73,77,76,CDM
75,75,76,36,76,76,GK
50,62,69,76,66,82,CB
75,71,75,36,78,80,ST
75,82,77,52,79,76,GK
77,68,77,43,74,81,ST
55,67,64,73,71,77,CDM
59,65,67,80,64,78,CB
57,61,45,78,65,76,CB
74,78,66,71,75,76,RM
77,74,74,56,77,80,ST
75,66,76,38,80,76,GK
63,70,77,73,74,77,RB
63,71,53,77,73,75,CDM
35,51,58,77,55,79,CB
78,67,77,41,73,71,ST
67,76,54,69,76,74,CM
64,73,56,73,70,74,CDM
40,55,59,79,62,72,CB
69,75,78,69,78,66,RM
51,66,75,75,73,72,LB
69,74,80,43,83,53,RW
75,71,86,30,80,64,CAM
75,77,73,51,80,65,CAM
67,78,63,63,82,54,CAM
49,66,64,79,68,76,CB
73,73,78,45,82,66,CAM
70,67,82,56,74,81,ST
75,64,67,33,75,65,ST
48,70,81,74,73,75,CDM
74,77,77,47,80,74,GK
33,56,33,78,65,83,CB
74,70,79,41,79,76,GK
58,71,87,70,76,73,LB
37,56,65,79,56,73,CB
75,59,80,33,75,80,ST
71,74,83,72,75,78,RB
71,73,74,71,74,76,RWB
72,78,63,69,74,76,CM
74,75,77,38,80,67,RM
43,75,79,71,75,69,LWB
73,71,79,21,81,77,GK
51,54,62,78,59,80,CB
78,60,71,41,74,82,ST
70,73,75,54,82,54,CAM
44,65,65,79,65,72,CB
72,70,88,60,82,75,CAM
78,65,86,40,74,79,ST
71,74,77,36,82,71,CAM
73,66,87,36,84,62,LM
77,63,72,31,74,78,ST
77,55,78,27,75,75,ST
66,67,92,25,84,67,CAM
72,76,80,69,79,76,CAM
32,45,81,79,56,77,CB
69,70,78,77,73,82,CB
79,65,77,32,71,70,ST
54,68,59,74,68,82,CDM
68,81,65,62,78,73,CM
74,77,78,71,77,84,CM
71,68,90,36,84,62,CAM
68,77,72,53,80,67,CAM
61,65,72,75,66,85,CB
76,73,79,36,81,73,GK
73,66,61,45,73,69,ST
47,59,51,79,56,76,CB
39,68,66,74,67,74,RB
63,75,66,79,74,75,CB
39,47,73,79,59,80,CB
71,74,81,76,76,83,CB
60,67,87,70,76,69,RB
67,68,85,29,81,46,RM
66,70,85,67,77,71,RWB
70,66,91,32,82,66,RM
68,75,74,73,77,71,CM
76,74,80,39,80,80,LW
71,64,87,45,83,60,ST
76,70,79,45,71,75,ST
67,74,82,40,81,59,CAM
46,70,75,75,72,68,RB
66,77,78,72,76,76,CM
63,70,80,74,71,76,LWB
78,59,93,24,76,71,ST
69,72,85,48,82,63,CAM
73,68,88,27,80,70,RM
72,69,76,45,78,75,GK
76,74,82,30,80,61,CAM
71,75,64,72,76,76,CM
72,75,67,74,73,76,CDM
54,75,74,73,76,59,LWB
39,54,67,80,59,72,CB
72,77,61,78,71,82,CM
72,70,95,46,76,63,RM
36,52,65,78,55,79,CB
79,64,72,45,71,76,ST
50,69,82,73,73,70,LWB
73,74,55,72,77,71,CM
72,75,74,72,75,73,LWB
72,75,74,58,82,65,CAM
72,74,86,53,80,63,LM
67,72,77,76,77,83,CDM
73,68,85,29,82,62,RM
76,69,83,38,78,71,ST
62,74,69,76,69,80,CDM
63,72,81,37,76,69,LM
73,77,82,52,82,70,CAM
39,53,59,80,56,81,CB
54,71,79,75,73,63,RB
63,72,80,70,80,70,LWB
65,70,65,76,63,77,CDM
61,65,58,72,57,79,CDM
63,75,82,71,77,64,LB
71,71,86,37,83,46,LM
73,76,79,27,77,60,CAM
71,73,89,58,77,70,RW
53,61,80,79,64,81,CB
64,77,79,75,76,79,CDM
28,53,52,77,56,83,CB
51,70,81,70,73,79,RWB
64,71,84,72,76,76,LWB
77,75,79,34,71,77,GK
48,69,76,74,75,70,RB
62,71,79,74,69,69,LB
76,74,76,48,75,75,CAM
59,73,66,71,77,79,CM
72,78,68,66,80,61,CAM
66,68,82,69,77,69,LB
74,75,78,42,79,73,GK
46,70,68,75,74,69,RB
65,74,59,69,73,75,CDM
60,63,58,75,70,78,CDM
75,74,76,55,75,67,LM
67,75,50,75,67,77,CDM
73,75,77,37,79,77,GK
64,77,63,68,77,64,CAM
51,66,91,70,73,69,RB
77,59,73,33,76,72,ST
70,71,66,74,72,83,CDM
56,66,73,75,70,82,RWB
67,76,66,68,75,79,CM
60,71,73,74,71,82,LB
62,73,78,72,73,74,RB
78,67,77,31,75,72,ST
51,72,85,67,75,75,LWB
41,52,39,79,49,72,CB
70,76,71,54,77,66,CAM
75,73,80,49,82,63,RM
58,65,71,79,63,75,CB
75,85,78,59,79,75,GK
63,76,77,69,77,75,RB
76,70,76,42,76,75,GK
49,64,52,76,62,79,CB
72,71,78,44,81,55,CAM
75,72,83,51,74,69,RM
67,72,78,26,81,35,CAM
54,70,69,75,72,77,LB
73,78,59,67,77,69,CM
76,61,78,49,74,80,ST
75,59,80,48,71,81,ST
68,72,85,61,77,56,LM
38,50,62,80,52,76,CB
74,66,80,36,70,83,ST
72,74,78,48,80,74,RW
68,68,78,46,80,78,GK
76,73,47,47,69,80,ST
75,74,77,52,77,75,GK
65,70,76,74,74,74,LB
71,75,73,48,79,64,CAM
34,46,58,79,62,71,CB
22,53,52,78,55,77,CB
67,72,69,74,74,76,CM
73,74,78,56,81,57,CAM
63,71,73,75,76,77,CDM
75,66,78,43,74,84,ST
77,66,90,35,76,71,ST
73,74,76,28,77,62,CAM
64,72,72,71,75,81,CDM
66,68,83,40,83,52,RM
64,74,81,31,75,70,LM
55,67,61,75,72,76,CDM
77,53,75,36,71,71,ST
73,73,75,73,76,82,CM
58,69,75,73,74,64,RB
79,69,68,39,72,80,ST
78,67,76,48,77,76,GK
77,61,57,30,74,81,ST
74,65,79,38,75,81,ST
71,70,69,73,74,78,CM
78,70,73,35,76,69,ST
64,65,66,75,70,83,CDM
74,68,76,43,78,76,GK
75,67,79,27,75,74,ST
42,66,71,75,68,81,CB
75,64,81,38,73,76,ST
73,76,59,73,71,82,CM
77,64,78,42,74,73,ST
68,77,72,74,78,76,CM
37,64,61,76,62,80,CB
60,75,67,72,74,71,LB
72,75,77,30,78,59,CAM
71,69,91,44,79,68,RW
67,73,71,72,76,77,CDM
55,65,65,76,69,75,CB
52,64,77,77,69,76,CB
69,73,73,35,77,64,LM
74,71,91,30,79,69,RM
68,69,92,35,78,64,RM
75,72,70,47,77,74,ST
67,76,79,67,78,69,CM
52,50,62,78,61,75,CB
77,61,53,39,68,78,ST
60,67,86,70,76,82,RB
64,73,74,73,74,73,CDM
71,76,71,45,78,66,CAM
54,63,75,77,64,76,CB
72,75,75,39,81,77,CAM
75,68,61,34,76,81,ST
46,63,78,73,71,70,RB
40,51,53,76,50,80,CB
74,74,78,43,73,74,GK
75,74,77,36,77,75,GK
39,60,77,76,66,78,CB
33,47,60,75,58,86,CB
72,70,91,30,79,62,RM
74,58,91,40,75,77,ST
69,70,84,57,76,78,RM
35,63,60,77,63,78,CB
72,67,89,27,75,67,ST
47,73,74,77,74,74,CDM
67,71,73,73,73,75,RB
74,70,83,38,79,69,RW
77,62,84,40,74,77,ST
44,65,68,77,66,78,CB
61,75,75,70,75,62,LWB
72,73,87,34,83,62,LW
58,66,91,78,74,73,RB
75,75,75,33,74,77,GK
71,70,74,40,78,80,GK
69,82,63,64,77,63,CM
74,67,78,56,76,75,GK
59,70,63,75,68,76,CB
63,76,39,74,76,68,CM
43,69,73,73,75,67,LB
70,75,73,73,77,68,LB
51,67,32,78,63,76,CB
67,81,40,62,75,55,CM
75,74,74,55,75,78,GK
72,78,58,33,79,64,CAM
70,69,85,39,78,59,RM
73,70,77,44,78,75,GK
75,66,76,37,78,76,GK
61,69,75,73,71,77,CDM
53,72,74,73,75,71,LB
48,67,74,74,68,78,CB
54,65,59,77,65,82,CB
64,70,77,74,81,82,CDM
60,70,79,72,77,75,RWB
66,75,79,47,79,60,CAM
73,70,83,42,79,67,RM
58,66,76,74,67,80,CDM
70,73,55,72,73,73,CM
74,76,71,50,74,63,CAM
57,70,77,71,75,70,RWB
66,68,85,33,84,46,CAM
49,65,66,76,71,74,CDM
72,69,77,41,80,75,GK
55,67,64,74,74,70,CDM
64,68,67,72,72,79,CDM
72,74,85,68,79,72,CAM
77,58,72,24,72,75,ST
73,71,76,35,83,52,CAM
36,56,68,79,59,80,CB
78,70,78,25,79,65,LW
56,70,78,73,68,69,LB
69,71,69,74,78,79,CM
72,77,67,67,76,74,CM
70,71,53,71,74,61,CM
64,74,77,52,80,51,LM
68,69,85,35,77,69,LM
69,72,83,40,77,71,RM
73,69,76,44,78,75,GK
76,70,83,35,80,69,CAM
56,69,67,75,70,78,CB
76,69,68,38,77,68,ST
53,71,74,73,75,69,RB
32,46,79,74,44,86,CB
58,72,64,74,73,84,CDM
60,71,44,75,69,77,CDM
66,78,68,69,77,70,CM
71,75,76,53,77,70,CAM
79,77,61,42,78,67,CF
39,56,67,77,51,80,CB
66,72,42,73,73,72,CM
76,76,53,68,74,75,CM
74,73,77,53,78,74,GK
75,70,54,43,74,79,ST
79,76,69,42,77,68,CF
69,75,73,42,78,60,CAM
67,76,83,30,79,37,CAM
64,74,60,70,72,76,CDM
67,74,71,75,74,74,LB
73,68,77,57,78,75,GK
61,72,47,75,67,72,CDM
70,61,77,39,77,78,GK
57,72,71,77,67,75,CDM
72,70,81,30,81,53,RW
53,60,41,76,58,85,CB
76,77,64,45,77,62,CAM
40,64,58,77,61,73,CB
61,73,66,76,72,74,RB
51,61,59,76,59,82,CB
76,76,60,70,74,74,CM
57,62,64,75,61,87,CB
73,69,79,46,76,75,GK
77,60,77,48,78,70,GK
75,75,74,56,78,76,LM
38,51,65,77,61,81,CB
63,70,76,72,75,66,RB
63,74,50,73,72,72,CDM
70,74,66,70,78,63,CM
65,74,75,72,73,69,LWB
65,72,74,73,76,72,LB
74,74,74,53,74,74,GK
41,55,66,78,58,78,CB
65,72,67,72,73,75,CDM
73,77,53,69,75,67,CM
68,68,91,35,77,57,LW
61,75,73,78,72,71,CB
73,79,70,67,80,69,CM
72,73,76,48,76,78,GK
65,78,58,69,75,73,CDM
72,77,79,64,76,74,CAM
65,76,47,70,73,76,CM
51,63,70,77,68,75,CB
77,71,78,42,79,63,LM
72,74,76,53,77,80,RM
68,76,70,61,77,66,RM
73,68,71,38,78,73,ST
69,77,72,41,78,50,CAM
33,54,35,78,46,73,CB
70,67,75,57,79,79,GK
74,80,50,58,75,71,CM
56,64,66,76,72,75,RB
68,72,84,72,76,68,LB
74,72,73,45,77,69,LW
79,69,68,48,69,82,ST
79,72,73,25,76,77,ST
76,71,81,32,74,72,ST
71,74,72,70,76,67,CM
79,69,76,30,76,72,ST
51,63,54,77,64,76,CB
53,67,39,77,61,74,CB
65,77,66,73,76,66,CM
71,77,74,44,78,68,CAM
75,74,50,75,74,77,CM
76,60,76,34,75,68,ST
72,67,89,37,82,58,CAM
61,73,64,69,75,84,CDM
75,71,76,41,78,73,LM
70,74,80,39,82,65,CAM
53,67,79,74,72,67,LB
69,76,72,57,76,45,CAM
65,73,76,54,76,61,RM
53,63,65,74,61,83,CDM
62,66,67,74,65,78,CDM
68,77,77,36,77,62,CAM
71,70,77,32,81,55,CAM
54,71,62,72,76,71,CDM
71,69,88,42,77,71,RM
28,56,64,78,60,73,CB
72,70,85,68,79,72,CAM
75,69,84,31,80,61,CAM
27,61,69,77,67,76,CB
76,67,66,38,70,82,ST
74,73,86,39,77,65,RM
70,72,79,39,81,57,CAM
62,69,78,71,69,81,RB
71,65,77,49,79,77,GK
77,77,76,52,74,76,GK
70,73,80,70,77,76,CDM
69,72,75,70,79,56,CM
45,60,72,78,65,76,CB
66,74,81,62,79,68,RM
61,75,67,58,81,63,CAM
67,69,88,64,78,76,RM
33,62,71,77,66,78,CB
69,78,69,54,84,59,LM
74,65,77,55,78,74,GK
71,76,77,64,78,58,CAM
75,71,78,31,76,78,ST
44,62,78,73,61,63,LB
57,75,59,71,78,72,CM
45,60,60,76,61,77,CB
71,70,79,37,81,69,CAM
36,51,67,76,54,79,CB
73,75,67,64,76,63,CM
44,61,76,77,64,76,CB
45,61,92,72,73,77,RB
71,67,92,46,80,67,RM
72,75,76,62,79,63,CAM
68,67,88,42,78,66,RM
70,69,83,48,80,78,LM
35,51,61,77,61,76,CB
42,56,76,76,62,77,CB
73,76,72,70,76,77,CAM
30,60,79,77,58,74,CB
71,68,76,31,85,48,CAM
62,71,82,69,75,69,LWB
70,70,73,67,77,73,CM
75,69,84,40,73,84,ST
74,68,88,29,79,53,LW
59,72,87,67,81,66,RM
69,67,87,44,78,67,RM
36,57,93,72,66,72,LB
64,73,72,73,74,76,CDM
70,72,83,39,79,59,CAM
70,72,81,37,78,60,RM
71,69,89,32,82,61,LM
69,75,72,26,81,54,CAM
63,67,85,68,77,72,LB
64,69,84,70,75,69,RB
70,75,73,54,78,61,CAM
68,64,94,32,79,65,RM
53,71,70,71,83,71,CM
70,70,72,37,79,61,RM
61,70,75,73,75,77,CDM
55,67,91,70,78,59,LWB
76,73,79,41,78,75,CAM
71,75,82,37,77,52,LM
77,75,71,47,75,75,CAM
67,70,58,77,67,75,CB
73,70,74,32,78,77,GK
75,66,70,32,76,68,ST
57,69,75,73,72,77,RB
70,76,68,65,77,69,CAM
71,71,87,30,77,61,RM
60,59,54,75,58,86,CB
51,70,83,68,74,78,LB
39,63,62,77,57,76,CB
77,76,71,32,77,72,GK
61,75,66,72,72,72,CDM
64,73,78,32,78,61,CAM
53,70,82,72,77,61,RB
52,66,80,74,71,75,CB
58,68,78,72,75,66,LB
68,71,90,70,79,69,RM
50,65,76,74,70,77,LB
64,74,53,73,71,70,CM
75,61,89,28,76,66,ST
74,67,84,31,78,63,CAM
36,56,69,74,68,79,CB
35,51,64,77,62,74,CB
69,66,93,47,78,69,RM
44,61,66,76,61,81,CB
75,70,76,28,77,77,GK
50,67,78,75,71,76,RB
46,65,73,72,70,79,CDM
71,74,85,39,75,68,RM
77,60,71,32,74,75,ST
73,71,83,51,80,67,CAM
74,67,82,29,77,59,LW
69,69,78,31,79,61,CAM
75,68,75,46,75,74,ST
78,54,54,38,66,78,ST
67,71,65,74,74,72,RB
73,66,84,36,80,63,LW
67,73,65,59,77,75,CAM
72,76,73,56,79,78,GK
65,80,75,28,79,72,GK
58,66,87,74,72,82,CDM
78,72,84,45,78,67,ST
68,75,80,54,79,72,GK
67,72,77,25,81,63,LM
45,67,65,76,68,74,CB
67,71,82,69,75,73,LM
71,71,61,72,77,77,CM
73,72,78,31,81,73,GK
53,66,55,74,59,87,CB
77,68,72,39,73,78,GK
66,70,75,71,75,77,CM
64,69,93,67,75,83,RB
61,67,68,73,76,74,CDM
62,72,62,69,74,70,CM
31,54,38,78,57,67,CB
31,56,65,76,62,72,CB
76,56,63,27,69,85,ST
35,63,66,74,69,65,RB
33,63,48,75,57,80,CB
66,72,64,70,70,81,CDM
25,46,61,76,43,74,CB
63,73,75,64,78,76,CM
53,56,62,76,55,75,CB
71,75,63,71,75,66,CM
72,78,49,61,72,72,CM
70,72,85,54,74,73,RM
73,70,77,50,77,79,RW
36,62,68,76,63,77,CB
72,76,63,70,72,78,CM
46,67,62,71,67,70,CDM
49,70,79,70,79,70,LB
75,73,81,41,77,75,ST
64,68,79,71,71,73,LB
70,73,72,73,74,72,CDM
54,72,77,69,74,67,LB
45,67,66,76,72,73,CB
56,70,66,76,68,76,RB
57,70,74,70,74,68,RB
55,71,86,65,78,63,LM
72,75,70,69,76,75,CM
60,71,69,74,75,63,RB
69,74,71,72,75,69,LB
63,75,64,69,78,68,CM
72,64,87,34,75,72,LM
63,74,57,74,75,76,CDM
52,67,85,72,73,69,RB
44,64,83,75,75,79,CB
70,72,76,54,80,68,CAM
32,52,61,75,64,79,CB
75,73,79,53,74,73,GK
73,68,82,35,80,54,CAM
46,61,62,76,62,77,CB
59,73,79,74,69,84,CB
42,53,59,75,61,79,CB
75,73,64,53,78,60,CAM
77,76,78,64,73,71,LM
29,61,64,77,68,73,CB
54,61,70,75,64,81,CB
73,69,75,65,75,73,GK
60,70,76,72,76,75,CM
75,67,72,55,70,83,ST
75,64,83,34,77,78,ST
76,72,74,37,76,76,GK
41,57,71,76,62,77,CB
71,71,87,42,76,68,RM
33,52,33,76,55,77,CB
37,55,56,74,54,80,CB
64,69,79,45,82,47,CAM
70,69,82,37,74,71,RM
32,45,52,76,50,74,CB
70,71,72,71,75,79,CM
63,70,81,71,77,72,RWB
79,54,79,31,70,85,ST
75,70,86,67,74,77,ST
66,68,61,71,67,79,CDM
76,64,55,39,69,75,ST
69,67,83,54,79,65,RM
70,71,75,72,75,79,CDM
37,49,76,74,52,85,CB
40,54,64,76,51,78,CB
67,72,88,67,76,74,RM
70,66,92,34,79,65,LM
62,62,77,75,70,80,CB
60,66,92,69,70,78,RB
36,52,72,76,57,78,CB
33,56,72,75,55,83,CB
68,71,82,34,80,55,CAM
74,59,76,37,74,70,ST
75,76,72,36,78,54,CAM
66,75,80,64,80,52,CAM
33,64,47,74,54,79,CB
65,80,75,28,79,72,GK
61,69,78,71,73,78,RB
45,49,66,76,60,74,CB
56,75,63,75,78,66,CDM
68,72,82,28,79,51,CAM
42,68,72,73,70,62,LB
71,63,90,31,78,74,ST
58,75,63,68,76,70,CM
73,53,69,32,71,77,ST
63,75,64,69,78,68,CM
33,60,78,76,68,75,CB
55,67,59,71,69,86,CDM
65,75,72,65,75,75,CM
75,58,71,42,71,72,ST
75,65,83,42,73,73,ST
45,67,66,76,72,73,CB
76,71,77,32,74,76,ST
72,68,76,61,77,69,CAM
37,49,76,74,52,85,CB
60,67,65,73,76,67,CM
66,68,81,39,83,56,CAM
66,70,75,71,75,77,CM
57,68,83,71,71,75,RB
72,67,91,50,73,79,ST
55,69,77,71,70,65,RB
26,51,72,74,63,78,CB
69,67,83,54,79,65,RM
67,71,79,46,80,61,LM
74,74,63,49,78,55,CAM
58,66,87,74,72,82,CDM
65,70,82,68,76,66,LM
48,68,79,70,75,71,LB
61,67,66,76,65,76,CB
71,74,71,52,77,49,CAM
75,63,71,35,72,71,ST
44,62,60,75,64,76,CB
61,64,79,71,71,75,LB
40,62,75,73,64,75,CDM
56,71,71,75,72,71,LB
69,74,72,44,79,65,RM
51,53,51,77,54,73,CB
71,69,76,41,75,77,GK
73,71,74,32,73,74,GK
62,69,54,76,71,79,CDM
64,73,60,74,70,72,CDM
74,64,63,42,73,67,ST
65,72,80,64,81,75,CAM
71,72,76,42,79,64,CAM
74,71,78,43,78,67,ST
64,74,61,73,76,66,CDM
77,64,69,27,76,71,ST
67,76,68,41,79,58,CAM
65,68,88,48,80,55,LM
56,74,60,74,69,70,CDM
71,62,85,27,78,65,LW
60,70,74,71,72,70,RB
61,72,63,75,71,70,CDM
67,68,94,34,80,59,RW
72,70,71,44,81,75,GK
70,78,67,62,79,56,CAM
74,59,73,25,75,62,ST
71,66,86,28,73,84,RM
76,77,70,56,74,62,CAM
69,67,79,54,76,71,GK
36,62,68,76,63,77,CB
25,46,61,76,43,74,CB
60,66,92,69,70,78,RB
32,53,49,77,56,76,CB
77,65,67,42,73,75,ST
65,70,82,68,76,66,LM
34,55,71,76,55,77,CB
64,74,61,63,77,52,CM
75,66,76,19,72,70,ST
64,69,71,74,70,76,CDM
75,63,92,43,82,73,RW
65,67,54,70,60,80,CDM
76,61,76,30,73,64,ST
57,67,63,73,71,72,CDM
73,76,67,61,75,67,RM
52,66,73,74,70,71,LB
46,57,66,76,64,79,CB
29,60,71,75,66,82,CB
72,77,69,68,75,72,LB
75,58,71,42,71,72,ST
65,75,72,65,75,75,CM
74,72,75,54,77,68,LM
68,71,74,58,82,60,CAM
60,68,90,69,76,70,LM
55,68,79,70,75,68,LB
70,70,84,20,81,49,RW
71,71,88,30,75,58,LM
70,75,62,66,75,66,CM
74,66,74,28,76,74,GK
74,73,81,40,76,60,RM
72,73,75,65,78,73,CM
43,54,67,76,57,74,CB
78,77,49,58,77,71,CAM
35,66,78,75,64,75,CB
61,72,79,70,74,77,RM
70,71,83,52,76,62,LW
57,68,70,76,74,64,CDM
73,73,75,71,73,75,LM
42,64,81,70,75,71,RWB
36,52,72,76,57,78,CB
45,67,65,76,68,74,CB
73,66,81,36,80,62,CAM
46,67,62,71,67,70,CDM
57,65,80,70,73,68,RB
51,68,77,69,71,74,LB
60,75,76,70,71,77,LB
76,68,74,43,77,63,ST
35,63,66,74,69,65,RB
65,68,83,34,79,65,LM
43,54,52,76,59,75,CB
40,62,75,73,64,75,CDM
35,47,78,76,50,72,CB
56,69,70,72,74,76,CM
64,74,61,63,77,52,CM
73,71,82,71,75,79,CAM
70,76,71,55,78,70,CAM
70,70,84,67,75,76,RM
71,60,76,51,81,73,GK
28,47,58,77,54,77,CB
49,63,70,72,70,84,CDM
49,56,35,76,39,82,CB
72,74,66,61,73,75,CM
56,69,70,72,74,76,CM
55,65,84,67,76,76,LB
72,76,75,45,77,73,GK
76,63,72,35,73,79,ST
69,75,68,63,76,66,CM
67,67,63,77,72,78,CDM
49,71,60,70,72,73,CDM
70,73,73,68,75,72,RB
65,74,86,68,73,69,RB
73,77,75,51,77,74,GK
29,50,71,79,43,71,CB
55,65,64,73,71,80,CDM
71,69,85,52,79,60,RW
78,59,76,38,72,73,ST
77,74,73,58,75,71,GK
61,70,75,73,76,76,CDM
71,70,84,46,78,55,LM
69,72,77,71,72,68,LB
72,65,88,32,75,69,ST
42,64,81,70,75,71,RWB
68,72,77,39,79,65,CAM
32,63,68,76,69,77,CB
75,65,83,42,73,73,ST
32,56,33,77,48,68,CB
55,66,55,75,59,81,CB
71,61,87,52,81,68,ST
61,64,79,71,71,75,LB
36,58,53,77,59,77,CB
60,68,90,69,76,70,LM
74,72,84,46,75,62,CAM
32,53,68,78,53,74,CB
68,75,73,40,81,64,CAM
70,71,75,72,75,79,CDM
55,68,77,75,68,77,CB
71,61,87,52,81,68,ST
71,66,86,28,73,84,RM
77,73,76,48,74,73,GK
76,62,63,36,69,73,ST
64,73,65,69,75,71,CM
75,72,76,45,78,69,CAM
78,76,76,19,74,76,GK
59,71,58,76,72,72,CDM
72,73,76,38,80,59,CAM
69,72,79,40,80,75,GK
76,63,83,30,72,73,ST
49,68,72,71,73,75,CDM
76,61,77,36,73,72,GK
58,68,51,76,58,69,CB
67,72,63,70,77,76,CM
62,68,75,71,71,86,LB
48,65,80,68,68,72,RWB
68,76,77,65,78,71,CAM
58,71,72,74,75,68,LB
37,60,46,77,64,73,CB
57,60,51,73,63,85,CB
70,65,93,34,75,74,RM
79,71,77,39,77,75,ST
72,75,67,69,74,70,RM
32,53,49,77,56,76,CB
72,74,57,71,71,77,CM
48,62,83,70,70,74,RB
68,75,73,40,81,64,CAM
74,72,84,46,75,62,CAM
57,67,63,73,71,72,CDM
71,73,76,64,75,64,LM
53,71,64,76,68,75,CB
73,53,69,32,71,77,ST
55,72,80,70,75,67,RB
70,75,62,66,75,66,CM
66,68,81,39,83,56,CAM
48,68,79,70,75,71,LB
77,70,63,49,73,65,ST
50,51,67,76,61,76,CB
55,74,85,68,79,69,LM
72,79,44,69,71,64,CDM
32,51,53,75,48,80,CB
73,71,77,47,76,57,RM
46,67,71,75,73,72,RB
74,69,77,32,76,69,ST
55,63,73,74,67,80,CB
61,70,75,73,76,76,CDM
73,71,78,49,78,71,GK
32,44,51,76,52,77,CB
54,69,67,74,74,71,CDM
68,73,89,59,83,63,CAM
73,73,75,58,77,75,GK
75,57,83,30,72,73,ST
45,60,61,74,59,79,CB
73,68,77,36,77,75,GK
72,73,75,69,76,74,CAM
77,64,68,36,76,77,ST
56,75,63,75,78,66,CDM
76,77,70,56,74,62,CAM
76,75,67,42,78,64,CAM
65,66,55,77,67,73,CB
43,67,66,74,68,70,CDM
35,47,78,76,50,72,CB
52,68,69,74,73,59,CDM
77,71,76,45,79,76,GK
59,66,73,73,76,69,LB
74,74,70,65,75,66,CAM
73,67,85,35,77,61,RM
67,74,76,41,82,63,LW
71,67,86,37,80,55,CAM
70,79,62,44,75,46,CAM
64,73,64,68,71,76,CM
20,50,48,76,54,82,CB
46,67,77,73,64,74,RB
74,57,77,24,73,73,ST
57,65,80,70,73,68,RB
71,63,90,31,78,74,ST
72,54,78,51,81,74,GK
68,72,72,39,78,51,CAM
75,55,56,28,67,82,ST
78,55,68,29,71,76,ST
73,72,72,40,78,61,LM
78,72,79,32,75,70,CAM
71,71,88,30,75,58,LM
64,72,66,71,70,69,CDM
77,60,50,33,64,73,ST
75,54,78,26,71,76,ST
78,61,76,45,72,78,ST
46,66,57,74,59,77,CB
44,64,73,75,65,73,LB
74,71,81,26,75,69,CAM
70,70,81,35,80,59,LM
66,72,53,75,73,73,CDM
48,61,65,75,59,78,CB
73,72,65,53,79,64,CAM
69,69,65,74,72,70,CDM
42,58,65,75,59,78,CB
67,70,79,46,82,56,CAM
