ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal
75,72,83,51,74,69
67,72,78,26,81,35
54,70,69,75,72,77
73,78,59,67,77,69
76,61,78,49,74,80
75,59,80,48,71,81
68,72,85,61,77,56
38,50,62,80,52,76
74,66,80,36,70,83
72,74,78,48,80,74
68,68,78,46,80,78
76,73,47,47,69,80
75,74,77,52,77,75
65,70,76,74,74,74
71,75,73,48,79,64
34,46,58,79,62,71
22,53,52,78,55,77
67,72,69,74,74,76
73,74,78,56,81,57
63,71,73,75,76,77
75,66,78,43,74,84
77,66,90,35,76,71
73,74,76,28,77,62
64,72,72,71,75,81
66,68,83,40,83,52
64,74,81,31,75,70
55,67,61,75,72,76
77,53,75,36,71,71
73,73,75,73,76,82
58,69,75,73,74,64
79,69,68,39,72,80
78,67,76,48,77,76
77,61,57,30,74,81
74,65,79,38,75,81
71,70,69,73,74,78
78,70,73,35,76,69
64,65,66,75,70,83
74,68,76,43,78,76
75,67,79,27,75,74
42,66,71,75,68,81
75,64,81,38,73,76
73,76,59,73,71,82
77,64,78,42,74,73
68,77,72,74,78,76
37,64,61,76,62,80
60,75,67,72,74,71
72,75,77,30,78,59
71,69,91,44,79,68
67,73,71,72,76,77
55,65,65,76,69,75
52,64,77,77,69,76
69,73,73,35,77,64
74,71,91,30,79,69
68,69,92,35,78,64
75,72,70,47,77,74
67,76,79,67,78,69
52,50,62,78,61,75
77,61,53,39,68,78
60,67,86,70,76,82
64,73,74,73,74,73
71,76,71,45,78,66
54,63,75,77,64,76
72,75,75,39,81,77
75,68,61,34,76,81
46,63,78,73,71,70
40,51,53,76,50,80
74,74,78,43,73,74
75,74,77,36,77,75
39,60,77,76,66,78
33,47,60,75,58,86
72,70,91,30,79,62
74,58,91,40,75,77
69,70,84,57,76,78
35,63,60,77,63,78
72,67,89,27,75,67
47,73,74,77,74,74
67,71,73,73,73,75
74,70,83,38,79,69
77,62,84,40,74,77
44,65,68,77,66,78
61,75,75,70,75,62
72,73,87,34,83,62
58,66,91,78,74,73
75,75,75,33,74,77
71,70,74,40,78,80
69,82,63,64,77,63
74,67,78,56,76,75
59,70,63,75,68,76
63,76,39,74,76,68
43,69,73,73,75,67
70,75,73,73,77,68
51,67,32,78,63,76
67,81,40,62,75,55
75,74,74,55,75,78
72,78,58,33,79,64
70,69,85,39,78,59
73,70,77,44,78,75
75,66,76,37,78,76
61,69,75,73,71,77
53,72,74,73,75,71
48,67,74,74,68,78
54,65,59,77,65,82
64,70,77,74,81,82
60,70,79,72,77,75
66,75,79,47,79,60
73,70,83,42,79,67
58,66,76,74,67,80
70,73,55,72,73,73
74,76,71,50,74,63
57,70,77,71,75,70
66,68,85,33,84,46
49,65,66,76,71,74
72,69,77,41,80,75
55,67,64,74,74,70
64,68,67,72,72,79
72,74,85,68,79,72
77,58,72,24,72,75
73,71,76,35,83,52
36,56,68,79,59,80
78,70,78,25,79,65
56,70,78,73,68,69
69,71,69,74,78,79
72,77,67,67,76,74
70,71,53,71,74,61
64,74,77,52,80,51
68,69,85,35,77,69
69,72,83,40,77,71
73,69,76,44,78,75
76,70,83,35,80,69
56,69,67,75,70,78
76,69,68,38,77,68
53,71,74,73,75,69
32,46,79,74,44,86
58,72,64,74,73,84
60,71,44,75,69,77
66,78,68,69,77,70
71,75,76,53,77,70
79,77,61,42,78,67
39,56,67,77,51,80
66,72,42,73,73,72
76,76,53,68,74,75
74,73,77,53,78,74
75,70,54,43,74,79
79,76,69,42,77,68
69,75,73,42,78,60
67,76,83,30,79,37
64,74,60,70,72,76
67,74,71,75,74,74
73,68,77,57,78,75
61,72,47,75,67,72
70,61,77,39,77,78
57,72,71,77,67,75
72,70,81,30,81,53
53,60,41,76,58,85
76,77,64,45,77,62
40,64,58,77,61,73
61,73,66,76,72,74
51,61,59,76,59,82
76,76,60,70,74,74
57,62,64,75,61,87
73,69,79,46,76,75
77,60,77,48,78,70
75,75,74,56,78,76
38,51,65,77,61,81
63,70,76,72,75,66
63,74,50,73,72,72
70,74,66,70,78,63
65,74,75,72,73,69
65,72,74,73,76,72
74,74,74,53,74,74
41,55,66,78,58,78
65,72,67,72,73,75
73,77,53,69,75,67
68,68,91,35,77,57
61,75,73,78,72,71
73,79,70,67,80,69
72,73,76,48,76,78
65,78,58,69,75,73
72,77,79,64,76,74
65,76,47,70,73,76
51,63,70,77,68,75
77,71,78,42,79,63
72,74,76,53,77,80
68,76,70,61,77,66
73,68,71,38,78,73
69,77,72,41,78,50
33,54,35,78,46,73
70,67,75,57,79,79
74,80,50,58,75,71
56,64,66,76,72,75
68,72,84,72,76,68
74,72,73,45,77,69
79,69,68,48,69,82
79,72,73,25,76,77
76,71,81,32,74,72
71,74,72,70,76,67
79,69,76,30,76,72
51,63,54,77,64,76
53,67,39,77,61,74
65,77,66,73,76,66
71,77,74,44,78,68
75,74,50,75,74,77
76,60,76,34,75,68
72,67,89,37,82,58
61,73,64,69,75,84
75,71,76,41,78,73
70,74,80,39,82,65
53,67,79,74,72,67
69,76,72,57,76,45
65,73,76,54,76,61
53,63,65,74,61,83
62,66,67,74,65,78
68,77,77,36,77,62
71,70,77,32,81,55
54,71,62,72,76,71
71,69,88,42,77,71
28,56,64,78,60,73
72,70,85,68,79,72
75,69,84,31,80,61
27,61,69,77,67,76
76,67,66,38,70,82
74,73,86,39,77,65
70,72,79,39,81,57
62,69,78,71,69,81
71,65,77,49,79,77
77,77,76,52,74,76
70,73,80,70,77,76
69,72,75,70,79,56
45,60,72,78,65,76
66,74,81,62,79,68
61,75,67,58,81,63
67,69,88,64,78,76
33,62,71,77,66,78
69,78,69,54,84,59
74,65,77,55,78,74
71,76,77,64,78,58
75,71,78,31,76,78
44,62,78,73,61,63
57,75,59,71,78,72
45,60,60,76,61,77
71,70,79,37,81,69
36,51,67,76,54,79
73,75,67,64,76,63
44,61,76,77,64,76
45,61,92,72,73,77
71,67,92,46,80,67
72,75,76,62,79,63
68,67,88,42,78,66
70,69,83,48,80,78
35,51,61,77,61,76
42,56,76,76,62,77
73,76,72,70,76,77
30,60,79,77,58,74
71,68,76,31,85,48
62,71,82,69,75,69
70,70,73,67,77,73
75,69,84,40,73,84
74,68,88,29,79,53
59,72,87,67,81,66
69,67,87,44,78,67
36,57,93,72,66,72
64,73,72,73,74,76
70,72,83,39,79,59
70,72,81,37,78,60
71,69,89,32,82,61
69,75,72,26,81,54
63,67,85,68,77,72
64,69,84,70,75,69
70,75,73,54,78,61
68,64,94,32,79,65
53,71,70,71,83,71
70,70,72,37,79,61
61,70,75,73,75,77
55,67,91,70,78,59
76,73,79,41,78,75
71,75,82,37,77,52
77,75,71,47,75,75
67,70,58,77,67,75
73,70,74,32,78,77
75,66,70,32,76,68
57,69,75,73,72,77
70,76,68,65,77,69
71,71,87,30,77,61
60,59,54,75,58,86
51,70,83,68,74,78
39,63,62,77,57,76
77,76,71,32,77,72
61,75,66,72,72,72
64,73,78,32,78,61
53,70,82,72,77,61
52,66,80,74,71,75
58,68,78,72,75,66
68,71,90,70,79,69
50,65,76,74,70,77
64,74,53,73,71,70
75,61,89,28,76,66
74,67,84,31,78,63
36,56,69,74,68,79
35,51,64,77,62,74
69,66,93,47,78,69
44,61,66,76,61,81
75,70,76,28,77,77
50,67,78,75,71,76
46,65,73,72,70,79
71,74,85,39,75,68
77,60,71,32,74,75
73,71,83,51,80,67
74,67,82,29,77,59
69,69,78,31,79,61
75,68,75,46,75,74
78,54,54,38,66,78
67,71,65,74,74,72
73,66,84,36,80,63
67,73,65,59,77,75
72,76,73,56,79,78
65,80,75,28,79,72
58,66,87,74,72,82
78,72,84,45,78,67
68,75,80,54,79,72
67,72,77,25,81,63
45,67,65,76,68,74
67,71,82,69,75,73
71,71,61,72,77,77
73,72,78,31,81,73
53,66,55,74,59,87
77,68,72,39,73,78
66,70,75,71,75,77
64,69,93,67,75,83
61,67,68,73,76,74
62,72,62,69,74,70
31,54,38,78,57,67
31,56,65,76,62,72
76,56,63,27,69,85
35,63,66,74,69,65
33,63,48,75,57,80
66,72,64,70,70,81
25,46,61,76,43,74
63,73,75,64,78,76
53,56,62,76,55,75
71,75,63,71,75,66
72,78,49,61,72,72
70,72,85,54,74,73
73,70,77,50,77,79
36,62,68,76,63,77
72,76,63,70,72,78
46,67,62,71,67,70
49,70,79,70,79,70
75,73,81,41,77,75
64,68,79,71,71,73
70,73,72,73,74,72
54,72,77,69,74,67
45,67,66,76,72,73
56,70,66,76,68,76
57,70,74,70,74,68
55,71,86,65,78,63
72,75,70,69,76,75
60,71,69,74,75,63
69,74,71,72,75,69
63,75,64,69,78,68
72,64,87,34,75,72
63,74,57,74,75,76
52,67,85,72,73,69
44,64,83,75,75,79
70,72,76,54,80,68
32,52,61,75,64,79
75,73,79,53,74,73
73,68,82,35,80,54
46,61,62,76,62,77
59,73,79,74,69,84
42,53,59,75,61,79
75,73,64,53,78,60
77,76,78,64,73,71
29,61,64,77,68,73
54,61,70,75,64,81
73,69,75,65,75,73
60,70,76,72,76,75
75,67,72,55,70,83
75,64,83,34,77,78
76,72,74,37,76,76
41,57,71,76,62,77
71,71,87,42,76,68
33,52,33,76,55,77
37,55,56,74,54,80
64,69,79,45,82,47
70,69,82,37,74,71
32,45,52,76,50,74
70,71,72,71,75,79
63,70,81,71,77,72
79,54,79,31,70,85
75,70,86,67,74,77
66,68,61,71,67,79
76,64,55,39,69,75
69,67,83,54,79,65
70,71,75,72,75,79
37,49,76,74,52,85
40,54,64,76,51,78
67,72,88,67,76,74
70,66,92,34,79,65
62,62,77,75,70,80
60,66,92,69,70,78
36,52,72,76,57,78
33,56,72,75,55,83
68,71,82,34,80,55
74,59,76,37,74,70
75,76,72,36,78,54
66,75,80,64,80,52
33,64,47,74,54,79
65,80,75,28,79,72
61,69,78,71,73,78
45,49,66,76,60,74
56,75,63,75,78,66
68,72,82,28,79,51
42,68,72,73,70,62
71,63,90,31,78,74
58,75,63,68,76,70
73,53,69,32,71,77
63,75,64,69,78,68
33,60,78,76,68,75
55,67,59,71,69,86
65,75,72,65,75,75
75,58,71,42,71,72
75,65,83,42,73,73
45,67,66,76,72,73
76,71,77,32,74,76
72,68,76,61,77,69
37,49,76,74,52,85
60,67,65,73,76,67
66,68,81,39,83,56
66,70,75,71,75,77
57,68,83,71,71,75
72,67,91,50,73,79
55,69,77,71,70,65
26,51,72,74,63,78
69,67,83,54,79,65
67,71,79,46,80,61
74,74,63,49,78,55
58,66,87,74,72,82
65,70,82,68,76,66
48,68,79,70,75,71
61,67,66,76,65,76
71,74,71,52,77,49
75,63,71,35,72,71
44,62,60,75,64,76
61,64,79,71,71,75
40,62,75,73,64,75
56,71,71,75,72,71
69,74,72,44,79,65
51,53,51,77,54,73
71,69,76,41,75,77
73,71,74,32,73,74
62,69,54,76,71,79
64,73,60,74,70,72
74,64,63,42,73,67
65,72,80,64,81,75
71,72,76,42,79,64
74,71,78,43,78,67
64,74,61,73,76,66
77,64,69,27,76,71
67,76,68,41,79,58
65,68,88,48,80,55
56,74,60,74,69,70
71,62,85,27,78,65
60,70,74,71,72,70
61,72,63,75,71,70
67,68,94,34,80,59
72,70,71,44,81,75
70,78,67,62,79,56
74,59,73,25,75,62
71,66,86,28,73,84
76,77,70,56,74,62
69,67,79,54,76,71
36,62,68,76,63,77
25,46,61,76,43,74
60,66,92,69,70,78
32,53,49,77,56,76
77,65,67,42,73,75
65,70,82,68,76,66
34,55,71,76,55,77
64,74,61,63,77,52
75,66,76,19,72,70
64,69,71,74,70,76
75,63,92,43,82,73
65,67,54,70,60,80
76,61,76,30,73,64
57,67,63,73,71,72
73,76,67,61,75,67
52,66,73,74,70,71
46,57,66,76,64,79
29,60,71,75,66,82
72,77,69,68,75,72
75,58,71,42,71,72
65,75,72,65,75,75
74,72,75,54,77,68
68,71,74,58,82,60
60,68,90,69,76,70
55,68,79,70,75,68
70,70,84,20,81,49
71,71,88,30,75,58
70,75,62,66,75,66
74,66,74,28,76,74
74,73,81,40,76,60
72,73,75,65,78,73
43,54,67,76,57,74
78,77,49,58,77,71
35,66,78,75,64,75
61,72,79,70,74,77
70,71,83,52,76,62
57,68,70,76,74,64
73,73,75,71,73,75
42,64,81,70,75,71
36,52,72,76,57,78
45,67,65,76,68,74
73,66,81,36,80,62
46,67,62,71,67,70
57,65,80,70,73,68
51,68,77,69,71,74
60,75,76,70,71,77
76,68,74,43,77,63
35,63,66,74,69,65
65,68,83,34,79,65
43,54,52,76,59,75
40,62,75,73,64,75
35,47,78,76,50,72
56,69,70,72,74,76
64,74,61,63,77,52
73,71,82,71,75,79
70,76,71,55,78,70
70,70,84,67,75,76
71,60,76,51,81,73
28,47,58,77,54,77
49,63,70,72,70,84
49,56,35,76,39,82
72,74,66,61,73,75
56,69,70,72,74,76
55,65,84,67,76,76
72,76,75,45,77,73
76,63,72,35,73,79
69,75,68,63,76,66
67,67,63,77,72,78
49,71,60,70,72,73
70,73,73,68,75,72
65,74,86,68,73,69
73,77,75,51,77,74
29,50,71,79,43,71
55,65,64,73,71,80
71,69,85,52,79,60
78,59,76,38,72,73
77,74,73,58,75,71
61,70,75,73,76,76
71,70,84,46,78,55
69,72,77,71,72,68
72,65,88,32,75,69
42,64,81,70,75,71
68,72,77,39,79,65
32,63,68,76,69,77
75,65,83,42,73,73
32,56,33,77,48,68
55,66,55,75,59,81
71,61,87,52,81,68
61,64,79,71,71,75
36,58,53,77,59,77
60,68,90,69,76,70
74,72,84,46,75,62
32,53,68,78,53,74
68,75,73,40,81,64
70,71,75,72,75,79
55,68,77,75,68,77
71,61,87,52,81,68
71,66,86,28,73,84
77,73,76,48,74,73
76,62,63,36,69,73
64,73,65,69,75,71
75,72,76,45,78,69
78,76,76,19,74,76
59,71,58,76,72,72
72,73,76,38,80,59
69,72,79,40,80,75
76,63,83,30,72,73
49,68,72,71,73,75
76,61,77,36,73,72
58,68,51,76,58,69
67,72,63,70,77,76
62,68,75,71,71,86
48,65,80,68,68,72
68,76,77,65,78,71
58,71,72,74,75,68
37,60,46,77,64,73
57,60,51,73,63,85
70,65,93,34,75,74
79,71,77,39,77,75
72,75,67,69,74,70
32,53,49,77,56,76
72,74,57,71,71,77
48,62,83,70,70,74
68,75,73,40,81,64
74,72,84,46,75,62
57,67,63,73,71,72
71,73,76,64,75,64
53,71,64,76,68,75
73,53,69,32,71,77
55,72,80,70,75,67
70,75,62,66,75,66
66,68,81,39,83,56
48,68,79,70,75,71
77,70,63,49,73,65
50,51,67,76,61,76
55,74,85,68,79,69
72,79,44,69,71,64
32,51,53,75,48,80
73,71,77,47,76,57
46,67,71,75,73,72
74,69,77,32,76,69
55,63,73,74,67,80
61,70,75,73,76,76
73,71,78,49,78,71
32,44,51,76,52,77
54,69,67,74,74,71
68,73,89,59,83,63
73,73,75,58,77,75
75,57,83,30,72,73
45,60,61,74,59,79
73,68,77,36,77,75
72,73,75,69,76,74
77,64,68,36,76,77
56,75,63,75,78,66
76,77,70,56,74,62
76,75,67,42,78,64
65,66,55,77,67,73
43,67,66,74,68,70
35,47,78,76,50,72
52,68,69,74,73,59
77,71,76,45,79,76
59,66,73,73,76,69
74,74,70,65,75,66
73,67,85,35,77,61
67,74,76,41,82,63
71,67,86,37,80,55
70,79,62,44,75,46
64,73,64,68,71,76
20,50,48,76,54,82
46,67,77,73,64,74
74,57,77,24,73,73
57,65,80,70,73,68
71,63,90,31,78,74
72,54,78,51,81,74
68,72,72,39,78,51
75,55,56,28,67,82
78,55,68,29,71,76
73,72,72,40,78,61
78,72,79,32,75,70
71,71,88,30,75,58
64,72,66,71,70,69
77,60,50,33,64,73
75,54,78,26,71,76
78,61,76,45,72,78
46,66,57,74,59,77
44,64,73,75,65,73
74,71,81,26,75,69
70,70,81,35,80,59
66,72,53,75,73,73
48,61,65,75,59,78
73,72,65,53,79,64
69,69,65,74,72,70
42,58,65,75,59,78
67,70,79,46,82,56
55,69,55,77,63,68
71,72,72,34,78,68
69,62,76,40,79,75
71,76,66,69,76,69
47,65,76,74,68,74
52,65,70,71,73,78
72,67,77,43,76,73
55,69,77,71,70,65
71,81,75,59,74,75
65,71,74,72,79,72
63,71,87,64,79,67
72,75,71,69,79,77
51,63,69,75,56,79
64,70,71,72,72,81
57,75,69,53,78,62
68,72,82,28,79,51
74,74,63,49,78,55
74,59,73,25,75,62
64,66,67,73,69,77
73,62,75,39,69,84
74,70,76,46,78,72
69,66,91,56,78,70
70,72,66,73,73,74
68,69,58,73,70,76
74,67,83,45,79,75
43,61,66,75,68,82
46,53,69,75,64,80
74,61,74,57,80,75
65,71,75,47,85,76
47,55,53,77,51,74
68,75,73,29,77,67
65,71,68,71,76,73
76,61,76,30,73,64
77,60,77,24,73,60
40,58,53,77,58,77
52,65,70,71,73,78
73,72,75,52,77,75
70,71,82,38,76,68
42,57,68,76,63,68
59,75,75,70,72,60
72,67,91,50,73,79
53,66,75,73,64,76
46,54,64,76,61,77
40,53,34,77,53,75
74,66,88,46,73,75
70,76,54,66,76,72
53,66,61,76,65,79
59,66,65,74,63,68
71,71,82,64,77,69
75,57,56,33,76,79
37,49,60,76,46,78
67,73,65,72,74,66
72,77,63,62,77,65
74,73,81,40,76,60
68,77,71,66,76,71
64,72,66,71,70,69
55,65,84,67,76,76
40,58,53,77,58,77
70,69,82,37,74,71
71,65,92,34,80,54
69,72,79,40,80,75
72,76,71,62,75,67
42,58,65,75,59,78
55,66,63,70,69,76
74,65,88,28,77,68
55,71,86,65,78,63
54,72,77,69,74,67
60,73,76,68,76,66
68,73,89,59,83,63
74,59,63,30,69,81
71,64,75,31,79,74
40,56,80,74,63,83
54,67,90,70,73,66
73,71,78,49,78,71
74,67,83,45,79,75
68,70,81,33,76,67
71,66,76,39,76,79
68,72,77,73,77,76
32,63,68,76,69,77
78,55,68,29,71,76
76,73,68,62,76,72
57,70,83,69,72,74
48,61,65,75,59,78
71,71,61,72,77,77
64,69,79,45,82,47
73,68,82,35,80,54
69,69,78,31,79,61
75,66,76,19,72,70
75,57,83,30,72,73
68,72,77,39,79,65
75,80,76,42,72,73
63,73,75,64,78,76
72,76,71,62,75,67
72,75,72,62,78,71
76,63,83,30,72,73
64,70,92,30,74,45
73,71,74,32,73,74
33,56,72,75,55,83
65,71,74,72,79,72
71,71,81,56,80,71
66,75,80,64,80,52
78,59,76,38,72,73
61,72,63,75,71,70
55,68,81,71,72,71
54,67,83,71,71,83
64,73,65,69,75,71
55,68,79,70,75,68
44,64,83,75,75,79
78,76,76,19,74,76
77,71,76,45,79,76
71,62,85,27,78,65
35,66,78,75,64,75
74,64,79,35,73,81
55,70,74,71,73,69
68,71,82,34,80,55
55,74,85,68,79,69
71,71,82,64,77,69
44,62,60,75,64,76
70,77,76,44,75,75
43,67,66,74,68,70
72,74,67,68,76,70
77,72,73,40,76,68
54,67,83,71,71,83
60,73,76,68,76,66
57,67,81,68,73,75
62,75,63,72,73,74
77,60,77,24,73,60
40,54,64,76,51,78
64,73,64,68,71,76
46,67,71,75,73,72
44,64,73,75,65,73
76,61,77,36,73,72
54,61,70,75,64,81
57,68,70,76,74,64
64,69,71,74,70,76
52,66,73,74,70,71
46,56,41,75,53,79
59,70,77,70,69,68
51,64,82,72,71,73
53,63,70,74,72,69
71,69,74,36,76,75
49,68,70,74,65,71
60,76,75,57,79,64
70,71,76,62,78,66
71,72,73,50,76,72
76,59,49,41,68,80
64,70,78,49,80,55
66,65,85,43,79,64
68,75,71,33,78,60
52,74,69,69,75,72
48,65,82,70,70,67
68,69,77,48,79,72
69,69,85,26,78,57
50,60,51,75,56,67
59,68,85,66,73,76
66,72,79,27,79,50
44,60,81,68,70,78
59,65,92,31,77,47
77,68,77,34,78,67
70,75,58,49,77,48
74,68,76,37,77,63
40,64,62,73,73,67
47,65,73,70,68,76
40,51,50,76,52,78
39,68,63,74,69,78
69,70,71,61,74,66
39,58,67,73,61,76
73,63,78,25,77,60
71,66,86,35,76,65
76,74,68,18,73,77
42,60,83,74,63,77
50,69,71,70,70,69
58,68,76,71,74,71
72,73,71,42,76,75
68,66,91,29,80,60
64,74,70,56,76,59
67,74,83,38,73,70
48,55,81,76,60,71
67,67,85,40,77,63
60,67,83,70,74,74
69,62,80,24,79,53
70,77,74,43,74,75
70,65,89,25,77,65
71,68,80,42,70,80
58,64,67,73,67,84
54,65,64,74,67,75
47,62,62,74,67,79
73,65,73,59,73,74
39,63,77,72,69,75
50,66,77,73,65,79
50,68,76,71,67,81
70,60,87,29,75,63
71,69,75,47,75,72
67,70,75,68,69,80
66,69,86,30,76,59
68,69,83,40,80,57
57,72,71,72,70,70
38,60,70,77,58,74
73,64,79,37,77,70
64,70,80,70,66,81
72,60,88,38,77,68
74,68,65,36,74,74
23,43,65,77,40,74
45,63,72,73,64,80
52,54,56,75,55,76
66,69,85,34,77,56
71,70,85,24,72,80
70,71,77,45,76,67
74,60,74,38,73,67
71,69,78,69,75,74
36,57,71,75,64,75
45,66,71,75,72,70
59,75,62,66,72,67
75,54,70,33,70,70
63,71,71,74,73,75
54,62,58,74,60,80
69,68,76,45,77,71
31,55,67,75,56,75
32,57,36,78,58,66
74,70,74,33,75,74
67,74,70,60,74,62
44,58,41,72,49,78
72,71,75,53,76,73
62,67,84,68,76,71
73,65,61,39,65,79
71,74,61,74,69,82
46,63,34,73,61,77
64,71,86,39,79,52
48,59,58,73,65,76
68,72,82,37,77,54
66,70,84,44,78,53
56,66,74,70,69,69
75,67,79,50,74,63
73,73,82,39,69,74
67,68,85,29,77,56
56,74,70,71,72,71
70,68,81,38,79,49
57,70,66,73,72,67
73,60,77,37,74,68
51,62,58,72,65,79
70,71,59,72,71,78
71,72,72,34,74,67
73,70,85,47,80,64
72,64,77,39,76,79
76,71,70,57,72,79
43,58,59,75,58,74
75,61,80,38,74,77
77,62,74,43,71,72
74,71,68,39,73,66
71,61,77,34,70,68
69,73,66,47,76,69
63,70,77,68,69,68
79,67,30,28,67,70
70,56,77,37,74,72
72,65,72,74,67,71
48,62,68,74,66,77
28,59,66,77,63,73
39,68,84,69,74,72
61,71,88,27,77,52
68,77,46,64,68,74
75,60,69,29,72,60
70,76,57,66,70,74
71,67,83,51,78,65
34,62,77,74,69,78
69,74,69,70,75,66
49,60,73,71,68,70
68,74,69,43,74,63
69,64,88,45,80,59
70,67,76,46,77,72
71,74,71,61,76,67
74,61,68,37,71,73
47,61,63,75,69,72
73,67,84,36,79,47
65,68,73,71,72,72
71,56,77,47,67,82
74,63,74,31,75,75
70,70,74,48,74,73
32,61,65,74,54,75
57,72,80,67,76,71
53,67,70,75,70,69
68,70,76,36,78,75
45,66,71,70,72,73
32,56,77,73,60,79
43,58,48,76,61,80
67,77,51,68,67,64
71,79,68,52,73,64
71,70,75,67,74,63
57,67,79,72,73,72
53,70,64,70,69,74
78,72,54,37,79,49
75,56,58,30,68,85
70,79,54,62,73,70
70,72,77,42,78,49
69,74,60,61,73,65
62,70,75,72,75,71
72,68,76,42,75,69
69,74,69,73,73,70
73,78,67,61,74,65
54,64,83,69,73,61
28,59,68,73,62,80
69,68,89,42,74,53
75,57,70,38,69,79
70,71,71,58,77,77
69,71,76,70,74,75
68,74,64,70,74,74
60,70,66,70,69,77
46,60,81,69,73,63
52,67,54,77,66,71
59,67,65,72,69,76
52,70,64,67,72,69
43,53,63,76,62,71
72,67,75,33,75,63
49,65,43,74,57,78
58,67,66,75,69,74
45,59,70,73,60,79
66,73,71,63,75,69
73,57,63,31,73,74
46,65,91,67,73,69
34,65,68,74,61,82
70,69,86,50,76,73
74,53,74,24,70,75
58,67,57,72,67,76
60,67,72,71,72,76
77,75,72,45,74,66
64,75,54,69,73,76
73,75,65,65,76,69
44,63,70,72,72,66
72,70,73,32,75,62
71,72,68,38,77,78
33,55,49,77,46,71
36,63,81,73,68,73
57,71,68,68,75,71
62,67,80,71,74,67
53,69,77,72,71,66
74,72,77,35,76,54
74,59,71,26,70,78
46,68,74,69,75,58
74,62,78,25,68,77
74,67,77,45,73,70
32,47,51,75,49,81
73,66,75,42,75,72
48,63,82,74,67,77
70,65,91,34,75,74
71,68,76,21,78,74
59,69,51,75,66,75
53,66,77,70,73,72
50,66,91,65,79,69
76,65,66,36,72,73
71,67,78,42,75,73
72,77,58,67,72,71
70,75,72,70,72,71
68,69,71,43,77,76
68,63,94,37,79,59
75,48,70,28,68,78
60,71,76,66,72,78
76,57,64,29,61,73
64,73,78,67,76,67
42,63,73,74,70,74
70,67,75,48,78,72
65,70,49,74,65,74
70,64,74,65,79,72
47,70,45,75,73,72
68,66,82,36,80,65
72,71,82,38,74,60
74,74,70,45,75,64
61,70,58,74,68,74
67,69,91,51,76,67
71,73,74,47,72,66
74,54,71,24,68,78
45,68,67,73,66,79
73,70,88,28,77,62
43,61,61,74,63,79
57,70,51,73,69,75
71,80,42,38,74,48
73,61,78,44,70,77
45,63,60,75,66,74
38,52,40,76,48,73
63,71,67,72,75,69
62,67,67,75,69,76
68,68,88,67,77,57
71,66,80,31,71,73
75,61,75,34,77,66
70,67,88,38,77,43
65,72,80,72,73,81
44,61,64,72,64,76
40,54,33,77,54,69
70,73,71,37,76,74
69,76,48,70,69,72
55,68,65,68,71,78
58,73,73,71,70,73
40,60,91,67,73,70
76,62,78,37,72,66
72,69,79,57,76,63
71,72,74,69,74,68
65,76,72,35,77,63
68,74,68,69,74,78
71,70,74,41,76,72
74,75,66,40,76,59
72,66,90,45,77,62
75,67,71,44,78,70
40,63,64,76,67,70
73,60,78,32,71,76
74,53,61,35,66,76
73,64,77,40,70,77
69,73,65,35,77,54
68,67,75,71,72,82
68,76,66,65,77,66
76,67,67,42,73,66
64,69,78,69,69,75
31,44,55,73,50,81
44,66,87,67,75,52
50,64,57,74,65,74
74,69,72,29,75,72
73,76,73,51,74,70
59,70,66,72,70,82
67,69,86,36,74,58
44,59,50,76,61,68
70,75,71,54,78,51
56,59,66,74,63,77
31,48,68,72,52,83
74,73,71,47,76,73
74,58,82,34,76,68
71,76,74,57,74,71
60,67,59,70,73,72
57,66,81,70,76,75
73,57,76,34,69,77
63,69,74,75,68,70
72,70,74,47,76,76
49,53,62,77,43,80
70,65,76,27,77,61
73,57,84,31,69,75
70,68,89,38,73,81
64,69,83,68,73,70
73,71,75,45,78,71
69,72,76,44,78,61
74,63,78,36,69,75
74,70,68,43,79,66
72,73,74,41,75,63
47,71,64,71,74,64
49,65,71,71,70,70
70,67,79,55,77,72
39,45,65,75,53,78
35,60,58,75,62,73
66,77,68,63,75,73
69,74,75,29,73,52
54,58,52,75,55,79
75,58,80,29,73,62
65,68,92,68,72,77
53,65,71,72,71,73
70,68,77,45,77,72
67,68,77,48,78,70
61,65,76,69,73,68
57,74,73,70,72,75
69,68,87,29,79,42
66,71,78,67,81,73
60,72,56,74,72,65
59,72,64,73,63,77
32,50,68,73,58,78
72,70,75,43,75,73
71,74,76,36,76,68
50,65,76,72,69,77
63,70,70,70,73,70
77,61,70,23,70,76
46,72,76,68,70,65
75,68,67,38,71,77
72,68,86,48,75,70
70,67,75,44,74,75
72,68,74,24,75,75
77,45,59,29,61,78
69,76,53,72,70,73
70,62,76,43,74,79
73,72,73,46,73,74
65,72,84,49,78,50
40,61,90,69,72,69
74,77,76,41,71,74
42,49,51,76,57,76
65,70,91,68,71,72
69,75,73,66,79,62
57,69,62,74,69,75
63,65,39,73,65,73
69,72,78,53,75,68
52,67,72,72,67,72
69,68,79,61,80,66
77,58,60,36,68,74
65,77,56,71,66,72
59,67,93,66,75,69
73,73,60,73,71,75
56,60,75,76,63,75
37,59,49,74,62,79
74,63,77,26,78,53
66,71,84,44,79,64
69,73,63,73,75,65
37,53,76,74,59,78
52,62,77,73,65,80
44,61,62,74,68,73
63,71,76,72,70,66
67,71,72,66,72,84
